PerNo,yyyy,PerStatus,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,眷屬量,通勤成本,歸屬部門
7054,2017,0,1.0,1.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,5.0,2.0,6.0,0.0,6.0,2.0,17.0,0.0,0.0,5.0,7.0,8.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,5.0,12.0,1.0,7.0,7.0,0.0,0.0,2.0,8.0,8181.0
7055,2017,0,1.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,4.0,17.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,2.0,11.0,1.0,5.0,5.0,1.0,1.0,2.0,8.0,5103.0
7056,2017,0,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,1.0,1.0,6.0,0.0,1.0,1.0,4.0,1.0,0.0,2.0,4.0,10.0,0.0,0.0,1.0,1.0,0.0,6.0,10.0,5.0,6.0,2.0,3.0,3.0,0.0,0.0,0.0,6.0,14067.0
7059,2017,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,11.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,1.0,7.0,0.0,0.0,2.0,0.0,2.0,10.0,1.0,5.0,6.0,1.0,3.0,3.0,1.0,1.0,1.0,8.0,8028.0
7061,2017,0,1.0,1.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,2.0,3.0,0.0,0.0,1.0,10.0,1.0,0.0,2.0,2.0,6.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,5.0,8.0,1.0,3.0,3.0,0.0,0.0,3.0,10.0,5027.0
7062,2017,0,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,5.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,8.0,2.0,11.0,2.0,6.0,6.0,0.0,0.0,0.0,8.0,13183.0
7063,2017,0,0.0,1.0,7.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,9.0,1.0,5.0,5.0,0.0,0.0,3.0,8.0,10155.0
7065,2017,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,1.0,0.0,6.0,3.0,0.0,1.0,8.0,0.0,0.0,4.0,3.0,6.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,5.0,7.0,1.0,3.0,3.0,0.0,0.0,2.0,8.0,8142.0
7067,2017,0,1.0,1.0,3.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,3.0,3.0,7.0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,5.0,7.0,1.0,2.0,2.0,1.0,1.0,2.0,8.0,14160.0
7070,2017,0,1.0,1.0,7.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,5.0,0.0,1.0,0.0,0.0,2.0,5.0,1.0,0.0,3.0,4.0,9.0,0.0,0.0,1.0,0.0,1.0,10.0,8.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,11.0,11182.0
7071,2017,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,1.0,8.0,0.0,0.0,1.0,1.0,4.0,10.0,1.0,5.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,15.0,14040.0
7076,2017,0,1.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,6.0,0.0,0.0,3.0,5.0,0.0,0.0,5.0,2.0,5.0,0.0,0.0,1.0,1.0,2.0,3.0,8.0,5.0,13.0,1.0,6.0,3.0,5.0,3.0,0.0,9.0,2029.0
7077,2017,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,6.0,6.0,0.0,0.0,0.0,14.0,1.0,0.0,2.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,2.0,9.0,1.0,4.0,4.0,1.0,1.0,2.0,8.0,8126.0
7084,2017,0,1.0,1.0,3.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0,22.0,2.0,5.0,0.0,6.0,2.0,0.0,2.0,3.0,1.0,0.0,2.0,2.0,9.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,5.0,10.0,1.0,5.0,5.0,1.0,1.0,2.0,6.0,18025.0
7086,2017,0,0.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,0.0,6.0,0.0,0.0,3.0,8.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,9.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,9.0,13049.0
7091,2017,0,0.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,5.0,2.0,0.0,3.0,4.0,1.0,0.0,1.0,2.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,10.0,5.0,8.0,1.0,5.0,1.0,7.0,2.0,1.0,8.0,8028.0
7093,2017,0,1.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,1.0,6.0,3.0,0.0,1.0,7.0,1.0,0.0,1.0,4.0,7.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,4.0,6.0,2.0,2.0,2.0,0.0,1.0,0.0,8.0,8157.0
7095,2017,0,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,1.0,0.0,23.0,2.0,1.0,7.0,6.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,7.0,0.0,4.0,2.0,1.0,5.0,8.0,2.0,4.0,2.0,3.0,2.0,0.0,8.0,14105.0
7104,2017,0,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,3.0,0.0,10.0,10.0,9.0,2.0,12.0,1.0,7.0,6.0,3.0,1.0,2.0,8.0,13168.0
7108,2017,0,0.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,6.0,3.0,0.0,2.0,5.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,3.0,0.0,3.0,10.0,1.0,5.0,7.0,1.0,4.0,4.0,0.0,0.0,2.0,8.0,8074.0
7110,2017,0,1.0,1.0,7.0,18.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,6.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,10.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,8.0,18111.0
7111,2017,0,1.0,1.0,4.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,1.0,5.0,1.0,0.0,2.0,56.0,0.0,0.0,6.0,3.0,9.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,2.0,11.0,1.0,6.0,4.0,3.0,3.0,1.0,9.0,16178.0
7117,2017,0,1.0,1.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,1.0,6.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,7.0,7.0,0.0,0.0,3.0,0.0,2.0,5.0,8.0,2.0,6.0,2.0,3.0,3.0,0.0,0.0,1.0,8.0,4010.0
7121,2017,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,3.0,6.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,5.0,1.0,3.0,10.0,7.0,2.0,7.0,1.0,3.0,3.0,2.0,1.0,2.0,9.0,14067.0
7125,2017,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,5.0,1.0,6.0,1.0,0.0,1.0,17.0,0.0,0.0,1.0,3.0,9.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,4.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,8.0,8157.0
7127,2017,0,1.0,1.0,7.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,3.0,5.0,1.0,0.0,2.0,4.0,0.0,0.0,2.0,3.0,8.0,0.0,0.0,2.0,0.0,1.0,5.0,7.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,8.0,16070.0
7134,2017,0,1.0,1.0,4.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,2.0,6.0,0.0,0.0,7.0,2.0,1.0,0.0,5.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,6.0,6.0,5.0,10.0,1.0,5.0,5.0,1.0,1.0,1.0,8.0,18025.0
7135,2017,0,1.0,1.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,1.0,9.0,6.0,2.0,0.0,3.0,18.0,4.0,1.0,1.0,4.0,7.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,4.0,7.0,2.0,2.0,2.0,2.0,1.0,0.0,9.0,13191.0
7138,2017,0,1.0,1.0,2.0,20.0,4.0,0.0,1.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,5.0,10.0,1.0,5.0,1.0,7.0,2.0,2.0,8.0,20208.0
7141,2017,0,0.0,1.0,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,5.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,6.0,8.0,0.0,0.0,1.0,0.0,2.0,10.0,1.0,2.0,7.0,1.0,3.0,2.0,2.0,1.0,1.0,8.0,17041.0
7145,2017,0,0.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,4.0,6.0,1.0,0.0,5.0,5.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,1.0,1.0,1.0,10.0,1.0,4.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,8181.0
7146,2017,0,1.0,1.0,4.0,13.0,5.0,0.0,0.0,0.0,0.0,1.0,22.0,3.0,1.0,3.0,6.0,2.0,2.0,1.0,12.0,1.0,0.0,4.0,3.0,10.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,5.0,6.0,1.0,3.0,3.0,0.0,0.0,2.0,8.0,13191.0
7147,2017,0,0.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,8.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,5.0,11.0,1.0,6.0,4.0,4.0,4.0,0.0,8.0,14160.0
7150,2017,0,1.0,1.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,5.0,4.0,6.0,0.0,0.0,2.0,6.0,1.0,0.0,2.0,3.0,8.0,0.0,0.0,2.0,0.0,1.0,6.0,1.0,2.0,11.0,1.0,6.0,3.0,4.0,3.0,2.0,8.0,13191.0
7153,2017,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,1.0,6.0,1.0,0.0,1.0,22.0,0.0,0.0,2.0,4.0,8.0,0.0,0.0,2.0,1.0,2.0,5.0,7.0,2.0,12.0,1.0,6.0,6.0,1.0,1.0,1.0,8.0,14057.0
7154,2017,0,1.0,1.0,7.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,2.0,0.0,5.0,2.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,2.0,10.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,13.0,18025.0
7155,2017,0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,5.0,0.0,6.0,3.0,8.0,2.0,31.0,1.0,0.0,1.0,5.0,8.0,0.0,0.0,1.0,2.0,0.0,1.0,8.0,5.0,6.0,2.0,3.0,2.0,1.0,0.0,0.0,8.0,20127.0
7159,2017,0,0.0,2.0,7.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,2.0,7.0,2.0,5.0,5.0,0.0,0.0,1.0,8.0,19039.0
7160,2017,0,1.0,1.0,7.0,13.0,1.0,0.0,1.0,0.0,1.0,1.0,23.0,3.0,5.0,1.0,6.0,6.0,0.0,8.0,10.0,1.0,0.0,2.0,5.0,6.0,0.0,0.0,3.0,0.0,1.0,5.0,1.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,13151.0
7164,2017,0,1.0,1.0,7.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,2.0,1.0,0.0,7.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,12.0,1.0,7.0,7.0,0.0,0.0,1.0,8.0,19043.0
7166,2017,0,0.0,1.0,3.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,0.0,6.0,2.0,0.0,4.0,6.0,1.0,0.0,1.0,4.0,8.0,0.0,0.0,4.0,1.0,3.0,2.0,1.0,5.0,6.0,1.0,3.0,3.0,0.0,0.0,3.0,8.0,13147.0
7170,2017,0,0.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,5.0,2.0,1.0,1.0,15.0,0.0,0.0,4.0,1.0,7.0,0.0,0.0,2.0,1.0,3.0,2.0,4.0,2.0,9.0,1.0,4.0,3.0,2.0,0.0,2.0,8.0,8162.0
7171,2017,0,0.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,1.0,2.0,5.0,5.0,2.0,2.0,11.0,1.0,0.0,1.0,4.0,8.0,0.0,0.0,1.0,1.0,1.0,10.0,1.0,4.0,5.0,2.0,3.0,2.0,1.0,1.0,0.0,8.0,8012.0
7172,2017,0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,6.0,0.0,3.0,4.0,1.0,0.0,2.0,5.0,8.0,0.0,0.0,1.0,0.0,0.0,10.0,8.0,5.0,6.0,2.0,3.0,3.0,0.0,0.0,1.0,8.0,2128.0
7174,2017,0,0.0,1.0,4.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,4.0,2.0,0.0,5.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,16120.0
7175,2017,0,0.0,1.0,3.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,1.0,12.0,5.0,6.0,3.0,6.0,3.0,0.0,0.0,2.0,5.0,7.0,0.0,0.0,4.0,1.0,2.0,6.0,1.0,5.0,8.0,1.0,2.0,2.0,0.0,0.0,0.0,8.0,14021.0
7176,2017,0,0.0,2.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,2.0,0.0,4.0,10.0,2.0,2.0,9.0,2.0,5.0,4.0,3.0,1.0,0.0,8.0,20082.0
7181,2017,0,0.0,1.0,4.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,22.0,2.0,1.0,1.0,5.0,1.0,0.0,1.0,10.0,0.0,0.0,3.0,4.0,8.0,0.0,0.0,3.0,0.0,3.0,1.0,10.0,2.0,6.0,1.0,4.0,4.0,0.0,0.0,0.0,9.0,8162.0
7182,2017,0,1.0,1.0,3.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,1.0,0.0,6.0,1.0,0.0,1.0,11.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,12.0,1.0,6.0,6.0,0.0,1.0,2.0,8.0,20054.0
7185,2017,0,1.0,1.0,3.0,18.0,6.0,0.0,1.0,0.0,0.0,1.0,22.0,2.0,1.0,4.0,6.0,0.0,0.0,2.0,12.0,2.0,0.0,2.0,4.0,7.0,0.0,0.0,2.0,1.0,3.0,7.0,1.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,8.0,18111.0
7186,2017,0,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,5.0,7.0,1.0,3.0,3.0,1.0,1.0,2.0,8.0,14040.0
7188,2017,0,0.0,1.0,3.0,10.0,1.0,0.0,1.0,0.0,1.0,0.0,23.0,3.0,5.0,2.0,6.0,0.0,0.0,5.0,23.0,2.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,5.0,7.0,1.0,4.0,4.0,0.0,0.0,2.0,8.0,10155.0
7195,2017,0,1.0,1.0,3.0,20.0,6.0,0.0,1.0,0.0,0.0,0.0,23.0,4.0,5.0,0.0,6.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,3.0,7.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,5.0,11.0,1.0,6.0,3.0,6.0,3.0,0.0,8.0,20071.0
7196,2017,0,1.0,1.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,5.0,10.0,0.0,0.0,1.0,0.0,2.0,1.0,8.0,4.0,9.0,1.0,4.0,4.0,1.0,1.0,3.0,10.0,11182.0
7197,2017,0,1.0,1.0,3.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,0.0,6.0,0.0,0.0,1.0,5.0,1.0,0.0,2.0,2.0,7.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,2.0,8.0,1.0,3.0,3.0,1.0,1.0,2.0,14.0,19166.0
7199,2017,0,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,5.0,5.0,0.0,0.0,1.0,19.0,0.0,0.0,5.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,2.0,12.0,2.0,6.0,6.0,1.0,1.0,0.0,8.0,16070.0
7201,2017,0,0.0,2.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,3.0,1.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,10.0,0.0,0.0,1.0,0.0,0.0,10.0,7.0,2.0,9.0,1.0,6.0,5.0,2.0,1.0,2.0,8.0,16121.0
7203,2017,0,1.0,1.0,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,4.0,1.0,4.0,10.0,8.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,9.0,17033.0
7207,2017,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,3.0,6.0,0.0,0.0,1.0,9.0,0.0,0.0,4.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,5.0,8.0,1.0,5.0,5.0,0.0,0.0,2.0,9.0,8157.0
7212,2017,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,6.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,6.0,1.0,2.0,2.0,0.0,0.0,1.0,8.0,8012.0
7220,2017,0,0.0,2.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,5.0,7.0,2.0,4.0,2.0,3.0,1.0,1.0,8.0,20208.0
7226,2017,0,1.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,5.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,8.0,20019.0
7228,2017,0,1.0,1.0,3.0,13.0,5.0,0.0,0.0,1.0,0.0,0.0,23.0,3.0,1.0,2.0,6.0,1.0,0.0,4.0,8.0,2.0,1.0,1.0,4.0,6.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,4.0,9.0,1.0,3.0,2.0,1.0,1.0,2.0,8.0,13191.0
7232,2017,0,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,5.0,2.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,2.0,1.0,2.0,5.0,1.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,13147.0
7239,2017,0,0.0,2.0,3.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,7.0,0.0,0.0,1.0,1.0,2.0,6.0,8.0,5.0,11.0,1.0,6.0,6.0,0.0,0.0,1.0,8.0,19166.0
7241,2017,0,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,2.0,6.0,0.0,0.0,1.0,8.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,2.0,0.0,2.0,6.0,1.0,4.0,7.0,2.0,3.0,3.0,0.0,0.0,1.0,8.0,14053.0
7243,2017,0,1.0,1.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,3.0,5.0,1.0,5.0,0.0,0.0,2.0,11.0,1.0,0.0,3.0,6.0,8.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,2.0,12.0,1.0,6.0,6.0,0.0,1.0,1.0,9.0,16070.0
7244,2017,0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,6.0,7.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,5.0,8.0,2.0,4.0,3.0,2.0,1.0,0.0,9.0,8126.0
7246,2017,0,1.0,1.0,3.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,4.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,7.0,1.0,5.0,10.0,1.0,5.0,4.0,1.0,1.0,1.0,6.0,8126.0
7250,2017,0,0.0,2.0,3.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,5.0,7.0,1.0,4.0,2.0,4.0,1.0,1.0,9.0,20089.0
7253,2017,0,1.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,5.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,4.0,7.0,0.0,0.0,3.0,0.0,2.0,1.0,9.0,5.0,7.0,1.0,4.0,4.0,0.0,0.0,1.0,8.0,5103.0
7259,2017,0,0.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,1.0,6.0,0.0,2.0,3.0,7.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,4.0,1.0,11.0,5.0,8.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,14195.0
7260,2017,0,1.0,1.0,3.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,1.0,0.0,6.0,0.0,0.0,5.0,10.0,0.0,1.0,1.0,4.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,5.0,6.0,2.0,2.0,2.0,1.0,1.0,0.0,8.0,14053.0
7261,2017,0,1.0,1.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,2.0,2.0,6.0,0.0,0.0,7.0,3.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,6.0,9.0,5.0,9.0,1.0,5.0,4.0,2.0,1.0,3.0,8.0,13084.0
7262,2017,0,0.0,1.0,3.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,1.0,6.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,5.0,12.0,1.0,7.0,6.0,1.0,2.0,1.0,8.0,17150.0
7266,2017,0,1.0,2.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,3.0,8.0,0.0,0.0,2.0,1.0,2.0,7.0,1.0,5.0,7.0,1.0,4.0,3.0,2.0,1.0,0.0,9.0,10005.0
7267,2017,0,1.0,1.0,3.0,19.0,6.0,0.0,1.0,0.0,0.0,1.0,23.0,2.0,1.0,2.0,6.0,1.0,3.0,2.0,11.0,6.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,4.0,8.0,2.0,4.0,4.0,0.0,0.0,1.0,8.0,19135.0
7269,2017,0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,5.0,8.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,4.0,9.0,1.0,5.0,3.0,4.0,2.0,1.0,8.0,20089.0
7270,2017,0,1.0,1.0,7.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,4.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,1.0,0.0,1.0,10.0,4.0,2.0,5.0,1.0,3.0,2.0,2.0,1.0,3.0,9.0,11182.0
