PerNo,yyyy,PerStatus,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,眷屬量,通勤成本,歸屬部門
8638,2014,1,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,5.0,7.0,0.0,0.0,1.0,0.0,0.0,10.0,2.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,8.0,20071.0
8678,2014,1,1.0,1.0,3.0,10.0,4.0,0.0,0.0,1.0,1.0,0.0,24.0,2.0,5.0,3.0,6.0,0.0,2.0,2.0,21.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,10.0,4.0,6.0,1.0,3.0,3.0,0.0,0.0,1.0,10.0,10011.0
8714,2014,1,1.0,1.0,3.0,13.0,6.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,1.0,4.0,6.0,0.0,0.0,4.0,10.0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,5.0,1.0,2.0,2.0,0.0,0.0,1.0,8.0,13049.0
125,2015,1,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,3.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,2.0,5.0,6.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,13191.0
232,2015,1,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,1.0,1.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,4.0,6.0,6.0,0.0,0.0,1.0,0.0,2.0,6.0,1.0,5.0,8.0,1.0,3.0,3.0,0.0,0.0,2.0,8.0,8142.0
262,2015,1,1.0,1.0,4.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,2.0,7.0,1.0,3.0,2.0,2.0,1.0,2.0,8.0,20071.0
375,2015,1,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,21.0,1.0,5.0,10.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,9.0,11.0,0.0,0.0,2.0,1.0,7.0,5.0,1.0,5.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,6.0,14105.0
420,2015,1,1.0,2.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,11.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,13.0,2.0,7.0,7.0,0.0,0.0,0.0,9.0,20208.0
436,2015,1,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,5.0,0.0,0.0,3.0,4.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,5.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,10.0,8145.0
454,2015,1,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,9.0,1.0,0.0,2.0,4.0,6.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,5.0,5.0,1.0,3.0,3.0,0.0,0.0,1.0,8.0,4125.0
541,2015,1,1.0,1.0,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,1.0,6.0,1.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,10.0,0.0,0.0,3.0,2.0,2.0,10.0,1.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,8.0,17112.0
588,2015,1,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,18.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,3.0,1.0,7.0,6.0,1.0,4.0,8.0,1.0,3.0,2.0,2.0,1.0,2.0,8.0,14040.0
591,2015,1,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,10.0,5.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,8.0,14077.0
593,2015,1,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,3.0,0.0,0.0,1.0,16.0,0.0,0.0,4.0,4.0,7.0,0.0,0.0,1.0,0.0,1.0,6.0,3.0,2.0,11.0,1.0,6.0,3.0,6.0,2.0,1.0,9.0,20017.0
646,2015,1,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,10.0,6.0,5.0,6.0,1.0,3.0,1.0,3.0,1.0,1.0,8.0,14040.0
647,2015,1,1.0,1.0,7.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,2.0,0.0,2.0,5.0,0.0,0.0,1.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,6.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,10155.0
804,2015,1,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,20071.0
884,2015,1,1.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,9.0,1.0,3.0,2.0,3.0,1.0,1.0,6.0,2197.0
915,2015,1,1.0,1.0,3.0,20.0,4.0,0.0,1.0,0.0,0.0,0.0,21.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,13.0,1.0,0.0,2.0,2.0,10.0,0.0,0.0,1.0,0.0,2.0,6.0,7.0,2.0,7.0,1.0,3.0,3.0,1.0,1.0,1.0,8.0,20127.0
982,2015,1,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,1.0,0.0,4.0,7.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,14040.0
1040,2015,1,1.0,1.0,4.0,18.0,1.0,0.0,1.0,0.0,0.0,1.0,21.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,7.0,0.0,1.0,1.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,9.0,18025.0
1111,2015,1,1.0,1.0,4.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,2.0,12.0,1.0,7.0,7.0,1.0,1.0,2.0,8.0,13034.0
1144,2015,1,1.0,1.0,7.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,0.0,8.0,14179.0
1162,2015,1,1.0,1.0,3.0,13.0,6.0,0.0,0.0,0.0,1.0,0.0,22.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,17.0,0.0,0.0,2.0,4.0,9.0,0.0,0.0,1.0,1.0,4.0,7.0,1.0,5.0,12.0,1.0,6.0,6.0,0.0,1.0,1.0,8.0,13191.0
1231,2015,1,1.0,1.0,3.0,19.0,6.0,0.0,0.0,0.0,1.0,1.0,23.0,2.0,1.0,1.0,6.0,0.0,0.0,2.0,28.0,9.0,0.0,2.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,5.0,6.0,1.0,3.0,3.0,0.0,0.0,1.0,8.0,19035.0
1277,2015,1,1.0,1.0,7.0,19.0,4.0,0.0,1.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,4.0,8.0,2.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,6.0,2.0,2.0,2.0,1.0,1.0,0.0,8.0,19135.0
1290,2015,1,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0,2.0,0.0,3.0,10.0,9.0,5.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,8.0,14040.0
1414,2015,1,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,23.0,3.0,1.0,0.0,6.0,1.0,2.0,3.0,10.0,1.0,0.0,2.0,2.0,6.0,0.0,0.0,2.0,1.0,1.0,7.0,1.0,4.0,11.0,1.0,6.0,6.0,1.0,1.0,1.0,8.0,2197.0
1419,2015,1,1.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,7.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,20208.0
1493,2015,1,1.0,1.0,7.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,5.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,8.0,2.0,1.0,4.0,1.0,5.0,5.0,9.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,9.0,11182.0
1517,2015,1,0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,4.0,1.0,0.0,3.0,2.0,10.0,4.0,4.0,0.0,0.0,0.0,5.0,2.0,2.0,5.0,1.0,3.0,2.0,1.0,0.0,0.0,8.0,2058.0
1579,2015,1,0.0,1.0,4.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,23.0,3.0,5.0,1.0,6.0,2.0,1.0,2.0,11.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,5.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2101.0
1626,2015,1,1.0,1.0,3.0,16.0,4.0,0.0,0.0,0.0,1.0,0.0,22.0,2.0,5.0,4.0,5.0,0.0,0.0,5.0,5.0,1.0,0.0,2.0,9.0,9.0,0.0,0.0,2.0,0.0,1.0,7.0,7.0,5.0,11.0,1.0,6.0,5.0,2.0,1.0,1.0,8.0,16070.0
1637,2015,1,1.0,2.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,9.0,3.0,3.0,7.0,2.0,3.0,2.0,3.0,1.0,1.0,8.0,20071.0
1643,2015,1,0.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,4.0,1.0,19.0,1.0,0.0,2.0,4.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,5.0,6.0,1.0,3.0,3.0,0.0,0.0,0.0,8.0,8038.0
1665,2015,1,0.0,1.0,3.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,2.0,0.0,6.0,0.0,0.0,5.0,13.0,1.0,0.0,2.0,3.0,5.0,0.0,0.0,1.0,1.0,1.0,4.0,10.0,4.0,10.0,1.0,5.0,4.0,1.0,1.0,3.0,8.0,8018.0
1676,2015,1,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,5.0,5.0,6.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,6.0,10.0,0.0,0.0,2.0,0.0,5.0,10.0,7.0,2.0,7.0,2.0,3.0,2.0,2.0,1.0,1.0,8.0,20019.0
1689,2015,1,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,1.0,0.0,5.0,1.0,0.0,2.0,23.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,2.0,1.0,1.0,10.0,1.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,8.0,8162.0
1703,2015,1,1.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,1.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,5.0,8.0,0.0,0.0,1.0,0.0,0.0,9.0,5.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,10155.0
1704,2015,1,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,5.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,2.0,9.0,1.0,6.0,6.0,0.0,1.0,2.0,9.0,8028.0
1719,2015,1,1.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,8.0,20069.0
1774,2015,1,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,1.0,4.0,6.0,0.0,0.0,5.0,13.0,1.0,0.0,2.0,2.0,6.0,0.0,0.0,2.0,1.0,1.0,10.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,6.0,13034.0
1800,2015,1,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,1.0,6.0,3.0,0.0,3.0,5.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,11.0,14067.0
1814,2015,1,1.0,1.0,7.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,5.0,0.0,6.0,2.0,0.0,6.0,3.0,1.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,10155.0
1932,2015,1,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,8.0,0.0,0.0,5.0,4.0,6.0,0.0,0.0,2.0,0.0,6.0,5.0,7.0,2.0,12.0,1.0,7.0,6.0,2.0,1.0,1.0,8.0,14105.0
1990,2015,1,1.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,8.0,2058.0
2046,2015,1,1.0,1.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,1.0,1.0,6.0,0.0,0.0,1.0,11.0,1.0,0.0,2.0,3.0,7.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,2.0,13.0,1.0,6.0,1.0,8.0,3.0,1.0,8.0,8107.0
2060,2015,1,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,4.0,1.0,0.0,2.0,8.0,10.0,4.0,3.0,0.0,0.0,0.0,10.0,4.0,2.0,7.0,2.0,3.0,1.0,3.0,1.0,0.0,8.0,19043.0
2192,2015,1,1.0,1.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,2.0,6.0,0.0,0.0,4.0,5.0,0.0,0.0,1.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,10.0,2.0,2.0,6.0,1.0,3.0,1.0,3.0,1.0,0.0,8.0,10008.0
2270,2015,1,0.0,1.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,5.0,0.0,5.0,0.0,5.0,1.0,36.0,0.0,0.0,2.0,1.0,11.0,1.0,1.0,1.0,1.0,0.0,6.0,5.0,5.0,10.0,1.0,5.0,4.0,1.0,1.0,1.0,8.0,16070.0
2345,2015,1,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,0.0,2.0,10.0,2.0,5.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,8.0,2058.0
2359,2015,1,1.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,21.0,2.0,5.0,2.0,6.0,0.0,0.0,1.0,4.0,2.0,0.0,2.0,2.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,5.0,7.0,1.0,3.0,3.0,0.0,0.0,2.0,8.0,2058.0
2475,2015,1,0.0,1.0,7.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,24.0,1.0,5.0,5.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,5.0,3.0,3.0,11.0,2.0,6.0,6.0,1.0,1.0,0.0,8.0,14077.0
2481,2015,1,1.0,1.0,7.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,2.0,1.0,1.0,0.0,6.0,7.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,2.0,0.0,2.0,5.0,9.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,12.0,11182.0
2504,2015,1,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,2.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,10.0,0.0,0.0,2.0,0.0,2.0,5.0,8.0,5.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,12.0,14105.0
2514,2015,1,1.0,1.0,4.0,20.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,3.0,2.0,7.0,1.0,4.0,3.0,1.0,1.0,0.0,8.0,20071.0
2526,2015,1,0.0,2.0,3.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,11.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0,1.0,0.0,4.0,6.0,8.0,2.0,11.0,1.0,6.0,6.0,1.0,1.0,2.0,9.0,17047.0
2545,2015,1,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,9.0,0.0,1.0,1.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,9.0,5.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,8.0,14040.0
2563,2015,1,0.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,5.0,0.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,3.0,11.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,7.0,1.0,3.0,2.0,2.0,1.0,2.0,8.0,8012.0
2621,2015,1,1.0,1.0,3.0,19.0,1.0,0.0,1.0,0.0,0.0,1.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,5.0,12.0,5.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,7.0,1.0,3.0,3.0,0.0,0.0,2.0,8.0,19035.0
2700,2015,1,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,1.0,2.0,1.0,11.0,0.0,0.0,1.0,5.0,6.0,0.0,0.0,1.0,1.0,2.0,10.0,10.0,4.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,8.0,14040.0
2830,2015,1,1.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,3.0,15.0,1.0,0.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,2.0,5.0,1.0,3.0,3.0,0.0,0.0,0.0,8.0,2197.0
2892,2015,1,1.0,1.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,7.0,2.0,2.0,1.0,0.0,0.0,5.0,7.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,9.0,4125.0
2950,2015,1,1.0,1.0,4.0,8.0,4.0,0.0,0.0,1.0,0.0,0.0,23.0,2.0,5.0,0.0,5.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,2.0,9.0,1.0,3.0,2.0,2.0,2.0,2.0,9.0,8162.0
2994,2015,1,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,5.0,5.0,0.0,2.0,1.0,9.0,1.0,0.0,1.0,2.0,8.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,5.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,9.0,16001.0
2998,2015,1,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,1.0,8.0,19043.0
3046,2015,1,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,0.0,6.0,2.0,2.0,1.0,7.0,1.0,0.0,2.0,3.0,9.0,0.0,0.0,1.0,1.0,0.0,2.0,8.0,5.0,7.0,1.0,2.0,2.0,1.0,1.0,2.0,10.0,2058.0
3073,2015,1,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,2.0,10.0,6.0,0.0,3.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,5.0,9.0,2.0,5.0,2.0,5.0,5.0,0.0,8.0,19138.0
3094,2015,1,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,0.0,8.0,20208.0
3144,2015,1,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,0.0,6.0,0.0,2.0,1.0,9.0,0.0,0.0,4.0,5.0,9.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0,3.0,8.0,1.0,3.0,3.0,0.0,0.0,0.0,9.0,2197.0
3145,2015,1,1.0,1.0,3.0,14.0,4.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,2.0,1.0,16.0,0.0,1.0,1.0,3.0,6.0,0.0,0.0,2.0,1.0,4.0,2.0,8.0,5.0,5.0,1.0,2.0,2.0,0.0,0.0,2.0,8.0,14105.0
3172,2015,1,1.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,3.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,3.0,9.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,8.0,20017.0
3183,2015,1,0.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,4125.0
3185,2015,1,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,1.0,6.0,0.0,0.0,1.0,16.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,0.0,2.0,0.0,6.0,20019.0
3232,2015,1,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,3.0,11.0,0.0,1.0,1.0,5.0,6.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,5.0,7.0,1.0,3.0,3.0,0.0,0.0,0.0,8.0,20208.0
3252,2015,1,1.0,1.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,6.0,0.0,0.0,3.0,9.0,3.0,0.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,10.0,1.0,4.0,2.0,5.0,3.0,1.0,6.0,10155.0
3284,2015,1,0.0,1.0,3.0,20.0,5.0,0.0,1.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,6.0,10.0,5.0,5.0,1.0,3.0,3.0,0.0,0.0,0.0,8.0,20089.0
3362,2015,1,1.0,1.0,3.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,18.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,5.0,7.0,1.0,3.0,1.0,4.0,1.0,2.0,9.0,10155.0
3416,2015,1,1.0,1.0,3.0,10.0,4.0,0.0,1.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,4.0,16.0,0.0,1.0,1.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,10008.0
